Rk,Name,Team,Result,Date,Vs.,Pitch (MPH),EV (MPH),LA (deg),Dist (ft),gamePk,playId,Video_url,x/30 ballparks
10,"Gurriel Jr., Lourdes",AZ,Home Run,3/30/2025,CHC,92.1,107.5,22,416,778515,0a3b35bc-52e0-3105-80a6-b9f363f629a9,https://baseballsavant.mlb.com/sporty-videos?playId=0a3b35bc-52e0-3105-80a6-b9f363f629a9,30
11,"Paris, Kyren",LAA,Home Run,3/30/2025,CWS,94.6,107,40,397,778527,ad756194-8e60-36ff-9a69-2684c3f1a72b,https://baseballsavant.mlb.com/sporty-videos?playId=ad756194-8e60-36ff-9a69-2684c3f1a72b,30
12,"Wynns, Austin",CIN,Home Run,3/30/2025,SF,89.2,107,24,410,778522,c0405246-82ba-3436-b5b0-d06167fd10a5,https://baseballsavant.mlb.com/sporty-videos?playId=c0405246-82ba-3436-b5b0-d06167fd10a5,30
13,"Conine, Griffin",MIA,Home Run,3/30/2025,PIT,96.9,106.2,27,404,778519,8b2ebbc7-3414-32d7-985d-ddaa14ef5e0b,https://baseballsavant.mlb.com/sporty-videos?playId=8b2ebbc7-3414-32d7-985d-ddaa14ef5e0b,29
14,"Suzuki, Seiya",CHC,Home Run,3/30/2025,AZ,86.3,106,29,420,778515,c2b5ba00-1c4e-37a3-b1a4-102532922192,https://baseballsavant.mlb.com/sporty-videos?playId=c2b5ba00-1c4e-37a3-b1a4-102532922192,30
15,"Swanson, Dansby",CHC,Home Run,3/30/2025,AZ,91.3,105.6,32,418,778515,8911e44a-08e1-37a9-84ea-7d5019d18b25,https://baseballsavant.mlb.com/sporty-videos?playId=8911e44a-08e1-37a9-84ea-7d5019d18b25,29
16,"Schneemann, Daniel",CLE,Home Run,3/30/2025,KC,87.4,104.7,36,401,778510,bf4de6b0-5b02-3fd4-94bf-3bf1613f09d9,https://baseballsavant.mlb.com/sporty-videos?playId=bf4de6b0-5b02-3fd4-94bf-3bf1613f09d9,29
17,"Moniak, Mickey",COL,Home Run,3/30/2025,TB,90.1,104.5,25,405,778524,a28a10e9-a27a-36d8-8eeb-4d53ef1cf871,https://baseballsavant.mlb.com/sporty-videos?playId=a28a10e9-a27a-36d8-8eeb-4d53ef1cf871,19
18,"Maton, Nick",CWS,Home Run,3/30/2025,LAA,95,104.4,37,399,778527,33e068b1-e82d-3d74-97b0-a582ec9ce8ab,https://baseballsavant.mlb.com/sporty-videos?playId=33e068b1-e82d-3d74-97b0-a582ec9ce8ab,23
19,"Manzardo, Kyle",CLE,Home Run,3/30/2025,KC,92.9,104.1,31,417,778510,970a2157-aff3-3522-b140-5475c417d138,https://baseballsavant.mlb.com/sporty-videos?playId=970a2157-aff3-3522-b140-5475c417d138,30
20,"Chapman, Matt",SF,Home Run,3/30/2025,CIN,91.5,104,37,375,778522,1afc599f-da15-3ee0-a0b3-da43f3bbcda9,https://baseballsavant.mlb.com/sporty-videos?playId=1afc599f-da15-3ee0-a0b3-da43f3bbcda9,28
21,"Rice, Ben",NYY,Home Run,3/30/2025,MIL,92.1,103.7,28,383,778523,8ea5de74-ccbb-388e-9734-41d8f8107829,https://baseballsavant.mlb.com/sporty-videos?playId=8ea5de74-ccbb-388e-9734-41d8f8107829,30
22,"Gorman, Nolan",STL,Home Run,3/30/2025,MIN,82.6,103.6,31,409,778517,1549429a-229e-3cb2-9971-29c1502e0d93,https://baseballsavant.mlb.com/sporty-videos?playId=1549429a-229e-3cb2-9971-29c1502e0d93,29
23,"McCutchen, Andrew",PIT,Home Run,3/30/2025,MIA,96.1,103.4,34,393,778519,28292a80-7c69-36e5-bdcf-635f2719bfa5,https://baseballsavant.mlb.com/sporty-videos?playId=28292a80-7c69-36e5-bdcf-635f2719bfa5,29
24,"Bell, Josh",WSH,Home Run,3/30/2025,PHI,91.9,102.4,26,400,778526,73bc064e-e490-3a94-8bf4-acb9525fd4b6,https://baseballsavant.mlb.com/sporty-videos?playId=73bc064e-e490-3a94-8bf4-acb9525fd4b6,8
25,"PagÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©s, Pedro",STL,Home Run,3/30/2025,MIN,82.5,102.2,25,399,778517,f45170aa-5edf-3411-9b1a-bb1dae6782fb,https://baseballsavant.mlb.com/sporty-videos?playId=f45170aa-5edf-3411-9b1a-bb1dae6782fb,30
26,"Heineman, Tyler",TOR,Home Run,3/30/2025,BAL,81,101.2,26,386,778525,98ddca6e-ed5a-3ffe-9c67-0326ef3c9b18,https://baseballsavant.mlb.com/sporty-videos?playId=98ddca6e-ed5a-3ffe-9c67-0326ef3c9b18,30
27,"Castro, Willi",MIN,Home Run,3/30/2025,STL,80.7,100.7,27,387,778517,55c8f0be-7de0-3624-9ba1-2425b23d312a,https://baseballsavant.mlb.com/sporty-videos?playId=55c8f0be-7de0-3624-9ba1-2425b23d312a,28
28,"Scott II, Victor",STL,Home Run,3/30/2025,MIN,89.7,100.1,30,396,778517,89ce55f4-85f9-3c51-ac98-681ba953b442,https://baseballsavant.mlb.com/sporty-videos?playId=89ce55f4-85f9-3c51-ac98-681ba953b442,30
29,"Chisholm Jr., Jazz",NYY,Home Run,3/30/2025,MIL,82.8,99.6,27,342,778523,93b087c8-dae3-3724-b689-d5adfb4de9be,https://baseballsavant.mlb.com/sporty-videos?playId=93b087c8-dae3-3724-b689-d5adfb4de9be,13
30,"Soderstrom, Tyler",ATH,Home Run,3/30/2025,SEA,88,99.2,29,366,778513,9e516d80-c8a6-3f0e-a16a-a409e3619849,https://baseballsavant.mlb.com/sporty-videos?playId=9e516d80-c8a6-3f0e-a16a-a409e3619849,13
31,"Langford, Wyatt",TEX,Home Run,3/30/2025,BOS,95.2,97.9,35,341,778516,4f3a9665-3911-36fc-b1de-06f53ee6a972,https://baseballsavant.mlb.com/sporty-videos?playId=4f3a9665-3911-36fc-b1de-06f53ee6a972,17
32,"Tucker, Kyle",CHC,Home Run,3/30/2025,AZ,79.6,97.2,32,366,778515,f9a2f6fc-6f9a-3df8-a513-60e752b19856,https://baseballsavant.mlb.com/sporty-videos?playId=f9a2f6fc-6f9a-3df8-a513-60e752b19856,29
33,"Ramos, Heliot",SF,Home Run,3/30/2025,CIN,80.4,96.8,34,380,778522,332f57a2-cbca-3291-9f44-b55b535db7ca,https://baseballsavant.mlb.com/sporty-videos?playId=332f57a2-cbca-3291-9f44-b55b535db7ca,30
1,"Abrams, CJ",WSH,Home Run,3/31/2025,TOR,83.2,112.7,23,386,778507,a3a54af2-f2a7-3dac-88d3-880058b0b18b,https://baseballsavant.mlb.com/sporty-videos?playId=a3a54af2-f2a7-3dac-88d3-880058b0b18b,30
2,"Greene, Riley",DET,Home Run,3/31/2025,SEA,95.4,110.8,20,377,778496,8658bb8c-f920-344c-8690-62dfae5b1809,https://baseballsavant.mlb.com/sporty-videos?playId=8658bb8c-f920-344c-8690-62dfae5b1809,11
3,"De La Cruz, Elly",CIN,Home Run,3/31/2025,TEX,93.6,110.2,29,436,778511,619d13f0-292e-3702-9436-e1e1bcdd1b93,https://baseballsavant.mlb.com/sporty-videos?playId=619d13f0-292e-3702-9436-e1e1bcdd1b93,30
4,"Harris II, Michael",ATL,Home Run,3/31/2025,LAD,95.2,109.1,26,424,778500,b6b95b64-5974-32c5-bcb1-fd457b320ec2,https://baseballsavant.mlb.com/sporty-videos?playId=b6b95b64-5974-32c5-bcb1-fd457b320ec2,30
5,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Teoscar",LAD,Home Run,3/31/2025,ATL,95.5,108.9,28,436,778500,4392146e-5b82-300f-8cfc-db917096d945,https://baseballsavant.mlb.com/sporty-videos?playId=4392146e-5b82-300f-8cfc-db917096d945,30
6,"Garcia, Maikel",KC,Home Run,3/31/2025,MIL,93.2,108.8,21,428,778504,8c54ff5f-03e3-3f90-92c3-15858f9ed380,https://baseballsavant.mlb.com/sporty-videos?playId=8c54ff5f-03e3-3f90-92c3-15858f9ed380,28
7,"Vaughn, Andrew",CWS,Home Run,3/31/2025,MIN,87.8,108.5,19,371,778506,3a13c645-cecc-3069-8b3f-394f505d1302,https://baseballsavant.mlb.com/sporty-videos?playId=3a13c645-cecc-3069-8b3f-394f505d1302,10
8,"Burger, Jake",TEX,Home Run,3/31/2025,CIN,85.4,108.2,23,386,778511,7369e30d-ab5a-3a6b-9ddc-9b56166a1027,https://baseballsavant.mlb.com/sporty-videos?playId=7369e30d-ab5a-3a6b-9ddc-9b56166a1027,12
9,"Perez, Salvador",KC,Home Run,3/31/2025,MIL,87.5,108.2,27,418,778504,7667b632-bb55-345e-bd11-5cd2ea6de210,https://baseballsavant.mlb.com/sporty-videos?playId=7667b632-bb55-345e-bd11-5cd2ea6de210,30
10,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Enrique",LAD,Home Run,3/31/2025,ATL,87.4,107.4,23,412,778500,eaf8b49c-d376-31a5-a337-cc9ca9517aa0,https://baseballsavant.mlb.com/sporty-videos?playId=eaf8b49c-d376-31a5-a337-cc9ca9517aa0,30
11,"Wood, James",WSH,Home Run,3/31/2025,TOR,91.1,107.2,36,388,778507,b8d9b280-26be-358a-b6f8-0a35d8dc1210,https://baseballsavant.mlb.com/sporty-videos?playId=b8d9b280-26be-358a-b6f8-0a35d8dc1210,26
12,"De La Cruz, Elly",CIN,Home Run,3/31/2025,TEX,83.1,107.2,26,418,778511,bcc0e4f8-d88a-3558-8bee-2c24a0772c5a,https://baseballsavant.mlb.com/sporty-videos?playId=bcc0e4f8-d88a-3558-8bee-2c24a0772c5a,26
13,"McLain, Matt",CIN,Home Run,3/31/2025,TEX,93.8,106.9,28,397,778511,d6a87b96-1240-34d7-aa48-06525d4f38a7,https://baseballsavant.mlb.com/sporty-videos?playId=d6a87b96-1240-34d7-aa48-06525d4f38a7,27
14,"Schwarber, Kyle",PHI,Home Run,3/31/2025,COL,98.7,106.6,26,434,778502,087118ec-5da0-48a6-b86f-c4bb1dd54534,https://baseballsavant.mlb.com/sporty-videos?playId=087118ec-5da0-48a6-b86f-c4bb1dd54534,29
15,"Taylor, Michael A.",CWS,Home Run,3/31/2025,MIN,92,106.5,25,411,778506,eae92114-236d-3ede-9411-f47c391b240e,https://baseballsavant.mlb.com/sporty-videos?playId=eae92114-236d-3ede-9411-f47c391b240e,17
16,"Raleigh, Cal",SEA,Home Run,3/31/2025,DET,91.5,106.3,40,358,778496,ed49f6b3-caa5-3758-b3fe-f3eb647f9f6f,https://baseballsavant.mlb.com/sporty-videos?playId=ed49f6b3-caa5-3758-b3fe-f3eb647f9f6f,21
17,"Wagaman, Eric",MIA,Home Run,3/31/2025,NYM,90,106.1,30,424,778509,6f93dc5b-b55f-35ec-aef8-3563f6999f09,https://baseballsavant.mlb.com/sporty-videos?playId=6f93dc5b-b55f-35ec-aef8-3563f6999f09,30
18,"Goodman, Hunter",COL,Home Run,3/31/2025,PHI,86.3,106.1,30,405,778502,39acc358-0d29-4564-bc90-b50cadde3ad3,https://baseballsavant.mlb.com/sporty-videos?playId=39acc358-0d29-4564-bc90-b50cadde3ad3,24
19,"Nimmo, Brandon",NYM,Home Run,3/31/2025,MIA,86.1,106,20,412,778509,91bd903a-0b77-367d-99a3-9f81e282dd18,https://baseballsavant.mlb.com/sporty-videos?playId=91bd903a-0b77-367d-99a3-9f81e282dd18,17
20,"Alonso, Pete",NYM,Home Run,3/31/2025,MIA,93.7,105.9,32,400,778509,47910bdb-9bb1-39c1-bbf1-9d9c7684d19e,https://baseballsavant.mlb.com/sporty-videos?playId=47910bdb-9bb1-39c1-bbf1-9d9c7684d19e,29
21,"Tucker, Kyle",CHC,Home Run,3/31/2025,ATH,67.2,105.7,33,417,778501,f4847073-3618-3841-91be-058155c5a4c1,https://baseballsavant.mlb.com/sporty-videos?playId=f4847073-3618-3841-91be-058155c5a4c1,30
22,"Benintendi, Andrew",CWS,Home Run,3/31/2025,MIN,83.4,104.3,35,401,778506,03d32f6a-7e4a-32ab-8513-b0b61a5084a5,https://baseballsavant.mlb.com/sporty-videos?playId=03d32f6a-7e4a-32ab-8513-b0b61a5084a5,30
23,"Arozarena, Randy",SEA,Home Run,3/31/2025,DET,97,104.1,25,389,778496,f17980fe-861e-3642-87d2-e972791390ce,https://baseballsavant.mlb.com/sporty-videos?playId=f17980fe-861e-3642-87d2-e972791390ce,25
24,"Busch, Michael",CHC,Home Run,3/31/2025,ATH,79.8,103.8,24,387,778501,73fd2ed9-1d97-39eb-ae50-5a3c7987310e,https://baseballsavant.mlb.com/sporty-videos?playId=73fd2ed9-1d97-39eb-ae50-5a3c7987310e,17
25,"Marte, Starling",NYM,Home Run,3/31/2025,MIA,77.9,103.3,38,385,778509,9217e849-d863-32a8-8c53-ec260319ea6a,https://baseballsavant.mlb.com/sporty-videos?playId=9217e849-d863-32a8-8c53-ec260319ea6a,25
26,"Lopez, Otto",MIA,Home Run,3/31/2025,NYM,92.8,103,32,385,778509,38fea587-c76b-33a7-9488-456056656cc8,https://baseballsavant.mlb.com/sporty-videos?playId=38fea587-c76b-33a7-9488-456056656cc8,30
27,"Torrens, Luis",NYM,Home Run,3/31/2025,MIA,94,102.6,23,398,778509,77e657d1-669c-367b-a619-50a6320bc491,https://baseballsavant.mlb.com/sporty-videos?playId=77e657d1-669c-367b-a619-50a6320bc491,1
28,"Castellanos, Nick",PHI,Home Run,3/31/2025,COL,96.7,102.5,33,414,778502,2cd5e906-d27f-40d6-8e4d-665e3f383ff9,https://baseballsavant.mlb.com/sporty-videos?playId=2cd5e906-d27f-40d6-8e4d-665e3f383ff9,23
29,"Kelly, Carson",CHC,Home Run,3/31/2025,ATH,89.3,102.4,24,356,778501,a9840d87-444d-3a03-892f-fdec55c5dc96,https://baseballsavant.mlb.com/sporty-videos?playId=a9840d87-444d-3a03-892f-fdec55c5dc96,24
30,"Swanson, Dansby",CHC,Home Run,3/31/2025,ATH,92.3,102.2,29,417,778501,f8017bd3-e80c-3efd-b79f-1b39b69860ba,https://baseballsavant.mlb.com/sporty-videos?playId=f8017bd3-e80c-3efd-b79f-1b39b69860ba,25
31,"Donovan, Brendan",STL,Home Run,3/31/2025,LAA,87.9,102.1,25,384,778503,1cb089a0-24e3-3dcb-81c2-46f9735bf3b5,https://baseballsavant.mlb.com/sporty-videos?playId=1cb089a0-24e3-3dcb-81c2-46f9735bf3b5,25
32,"GimÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©nez, AndrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©s",TOR,Home Run,3/31/2025,WSH,93,100.4,35,381,778507,926f9649-1aa7-3eee-bb73-853a3a8bd646,https://baseballsavant.mlb.com/sporty-videos?playId=926f9649-1aa7-3eee-bb73-853a3a8bd646,30
33,"Kepler, Max",PHI,Home Run,3/31/2025,COL,96.6,100.2,33,382,778502,c7203074-a92a-4b94-8353-c7fb5d06dfb0,https://baseballsavant.mlb.com/sporty-videos?playId=c7203074-a92a-4b94-8353-c7fb5d06dfb0,30
34,"Wilson, Jacob",ATH,Home Run,3/31/2025,CHC,83.7,100.2,24,341,778501,a249f1c4-b215-3a40-b90b-e797ac258b3a,https://baseballsavant.mlb.com/sporty-videos?playId=a249f1c4-b215-3a40-b90b-e797ac258b3a,1
35,"Hedges, Austin",CLE,Home Run,3/31/2025,SD,85.3,99.7,40,363,778499,36bf13c2-e7a8-3d1c-aafa-770657f01abe,https://baseballsavant.mlb.com/sporty-videos?playId=36bf13c2-e7a8-3d1c-aafa-770657f01abe,30
36,"Nootbaar, Lars",STL,Home Run,3/31/2025,LAA,76.8,99.5,26,365,778503,9da09d8d-8ae3-3bfc-92b9-dc4d9a29103f,https://baseballsavant.mlb.com/sporty-videos?playId=9da09d8d-8ae3-3bfc-92b9-dc4d9a29103f,22
37,"Raley, Luke",SEA,Home Run,3/31/2025,DET,84.7,98.5,28,358,778496,13716364-cea1-3e0f-97c1-2aa68ad154e8,https://baseballsavant.mlb.com/sporty-videos?playId=13716364-cea1-3e0f-97c1-2aa68ad154e8,28
38,"RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­rez, JosÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©",CLE,Home Run,3/31/2025,SD,92.2,97.6,31,365,778499,6c297f5d-8c40-3d2a-b0e0-50ee411bc5bf,https://baseballsavant.mlb.com/sporty-videos?playId=6c297f5d-8c40-3d2a-b0e0-50ee411bc5bf,20
39,"Flores, Wilmer",SF,Home Run,3/31/2025,HOU,85.3,94.7,35,350,778505,3289fde4-a4b0-34e0-b7b3-5b815edcc6da,https://baseballsavant.mlb.com/sporty-videos?playId=3289fde4-a4b0-34e0-b7b3-5b815edcc6da,2
1,"Suzuki, Seiya",CHC,Home Run,4/1/2025,ATH,94.5,111.7,22,445,778494,f9492fd6-34b9-30fe-9516-282579110db4,https://baseballsavant.mlb.com/sporty-videos?playId=f9492fd6-34b9-30fe-9516-282579110db4,30
2,"Maton, Nick",CWS,Home Run,4/1/2025,MIN,90.7,109.3,36,406,778490,16d7b0fd-f3d6-313e-8cc7-3c08b9e88739,https://baseballsavant.mlb.com/sporty-videos?playId=16d7b0fd-f3d6-313e-8cc7-3c08b9e88739,30
3,"SuÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡rez, Eugenio",AZ,Home Run,4/1/2025,NYY,83.8,109.2,36,376,778492,557eecdc-85d2-3745-b110-781af23cad7d,https://baseballsavant.mlb.com/sporty-videos?playId=557eecdc-85d2-3745-b110-781af23cad7d,24
4,"Lowe, Brandon",TB,Home Run,4/1/2025,PIT,91.5,108.8,24,388,778493,a39f66bc-c7f4-3782-898e-b460a2c59880,https://baseballsavant.mlb.com/sporty-videos?playId=a39f66bc-c7f4-3782-898e-b460a2c59880,29
5,"Ramos, Heliot",SF,Home Run,4/1/2025,HOU,84,108.3,21,364,778489,efd421e9-fa0f-390b-824d-53d687bc9d3c,https://baseballsavant.mlb.com/sporty-videos?playId=efd421e9-fa0f-390b-824d-53d687bc9d3c,9
6,"Nimmo, Brandon",NYM,Home Run,4/1/2025,MIA,90.1,108.3,22,388,778497,d1b6db1c-de55-35e3-a54e-0e96108eb0b6,https://baseballsavant.mlb.com/sporty-videos?playId=d1b6db1c-de55-35e3-a54e-0e96108eb0b6,25
7,"Rice, Ben",NYY,Home Run,4/1/2025,AZ,95.7,107.8,27,403,778492,c1a6e671-fe6f-3c2f-b92a-adc33f668009,https://baseballsavant.mlb.com/sporty-videos?playId=c1a6e671-fe6f-3c2f-b92a-adc33f668009,30
8,"Tucker, Kyle",CHC,Home Run,4/1/2025,ATH,94.5,107.5,27,427,778494,d0f782f9-1afd-36ac-9eb8-e10dde8f310f,https://baseballsavant.mlb.com/sporty-videos?playId=d0f782f9-1afd-36ac-9eb8-e10dde8f310f,30
9,"Haase, Eric",MIL,Home Run,4/1/2025,KC,84.6,107.4,32,419,778488,e83a69b2-73d9-3135-be26-e713ebfd9b8b,https://baseballsavant.mlb.com/sporty-videos?playId=e83a69b2-73d9-3135-be26-e713ebfd9b8b,30
10,"Walker, Jordan",STL,Home Run,4/1/2025,LAA,87.1,107,27,419,778495,a2d0f4b6-dc7d-3856-bab1-c2efb68838c0,https://baseballsavant.mlb.com/sporty-videos?playId=a2d0f4b6-dc7d-3856-bab1-c2efb68838c0,28
11,"Volpe, Anthony",NYY,Home Run,4/1/2025,AZ,93.3,106.7,29,418,778492,2da3382c-c300-3475-b8f8-bbc52b9cd0bb,https://baseballsavant.mlb.com/sporty-videos?playId=2da3382c-c300-3475-b8f8-bbc52b9cd0bb,30
12,"Merrill, Jackson",SD,Home Run,4/1/2025,CLE,82.9,106.5,26,411,778485,0bebf222-86d0-344c-9191-8ac5baafcb69,https://baseballsavant.mlb.com/sporty-videos?playId=0bebf222-86d0-344c-9191-8ac5baafcb69,27
13,"Greene, Riley",DET,Home Run,4/1/2025,SEA,88.3,106.2,36,371,778486,f2f1a3a9-730b-38eb-a7c9-ecf280855a68,https://baseballsavant.mlb.com/sporty-videos?playId=f2f1a3a9-730b-38eb-a7c9-ecf280855a68,15
14,"Altuve, Jose",HOU,Home Run,4/1/2025,SF,92.9,105.4,20,356,778489,8ddf82f1-11a2-3f9f-b81d-77a5dccf8f6b,https://baseballsavant.mlb.com/sporty-videos?playId=8ddf82f1-11a2-3f9f-b81d-77a5dccf8f6b,4
15,"Carroll, Corbin",AZ,Home Run,4/1/2025,NYY,86.4,105.2,28,384,778492,27e69af9-38f1-3e23-a662-ef8f0fa494cc,https://baseballsavant.mlb.com/sporty-videos?playId=27e69af9-38f1-3e23-a662-ef8f0fa494cc,30
16,"Yelich, Christian",MIL,Home Run,4/1/2025,KC,86.4,104.6,28,429,778488,921ce36d-d172-3db9-8e5a-33f6231c41c1,https://baseballsavant.mlb.com/sporty-videos?playId=921ce36d-d172-3db9-8e5a-33f6231c41c1,30
17,"Stowers, Kyle",MIA,Home Run,4/1/2025,NYM,93.4,104.5,29,421,778497,06b2ab9b-1dd9-3938-bc1b-3220b0cded43,https://baseballsavant.mlb.com/sporty-videos?playId=06b2ab9b-1dd9-3938-bc1b-3220b0cded43,25
18,"Langeliers, Shea",ATH,Home Run,4/1/2025,CHC,83.9,102.2,35,396,778494,8e1bd9bd-970d-3007-b6dd-00d9fce7a25f,https://baseballsavant.mlb.com/sporty-videos?playId=8e1bd9bd-970d-3007-b6dd-00d9fce7a25f,30
19,"Langford, Wyatt",TEX,Home Run,4/1/2025,CIN,92,101.5,37,361,778498,4f983d10-01fa-35b3-8265-14ebf7c717f3,https://baseballsavant.mlb.com/sporty-videos?playId=4f983d10-01fa-35b3-8265-14ebf7c717f3,18
20,"DomÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­nguez, Jasson",NYY,Home Run,4/1/2025,AZ,93.9,100,25,377,778492,7a454709-39f5-39a3-ae87-c45010bd27e1,https://baseballsavant.mlb.com/sporty-videos?playId=7a454709-39f5-39a3-ae87-c45010bd27e1,4
21,"Bader, Harrison",MIN,Home Run,4/1/2025,CWS,86.5,98.9,30,378,778490,1d0674c2-4467-30c5-8296-78441555bc16,https://baseballsavant.mlb.com/sporty-videos?playId=1d0674c2-4467-30c5-8296-78441555bc16,29
22,"Rooker, Brent",ATH,Home Run,4/1/2025,CHC,83.2,98,32,340,778494,cb18f3f9-3010-338a-8642-b2351054b38b,https://baseballsavant.mlb.com/sporty-videos?playId=cb18f3f9-3010-338a-8642-b2351054b38b,16
23,"Betts, Mookie",LAD,Home Run,4/1/2025,ATL,78.7,97.7,27,369,778487,a9d1d6ed-289f-3d30-807e-6ae473bf6be9,https://baseballsavant.mlb.com/sporty-videos?playId=a9d1d6ed-289f-3d30-807e-6ae473bf6be9,24
1,"Alonso, Pete",NYM,Home Run,4/2/2025,MIA,96.1,113.4,21,415,778481,3cec73c7-ba7f-3f5c-9c5a-41e2aa1611e5,https://baseballsavant.mlb.com/sporty-videos?playId=3cec73c7-ba7f-3f5c-9c5a-41e2aa1611e5,20
2,"Suzuki, Seiya",CHC,Home Run,4/2/2025,ATH,89.5,112.9,24,401,778471,767218d7-566d-36fa-bbc7-07e3f4f44338,https://baseballsavant.mlb.com/sporty-videos?playId=767218d7-566d-36fa-bbc7-07e3f4f44338,30
3,"Herrera, IvÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡n",STL,Home Run,4/2/2025,LAA,86.9,112.1,25,414,778473,9d40dc2d-4057-3aed-a90a-245377966b40,https://baseballsavant.mlb.com/sporty-videos?playId=9d40dc2d-4057-3aed-a90a-245377966b40,30
4,"Buxton, Byron",MIN,Home Run,4/2/2025,CWS,85.3,111.7,30,446,778474,e6937585-aef9-35c1-bf3f-a46b8389b020,https://baseballsavant.mlb.com/sporty-videos?playId=e6937585-aef9-35c1-bf3f-a46b8389b020,30
5,"Herrera, IvÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡n",STL,Home Run,4/2/2025,LAA,97,110.7,34,425,778473,a64c1b70-d4aa-3af1-a15e-2cc2bcaf6256,https://baseballsavant.mlb.com/sporty-videos?playId=a64c1b70-d4aa-3af1-a15e-2cc2bcaf6256,30
6,"Merrill, Jackson",SD,Home Run,4/2/2025,CLE,76.1,108.5,23,388,778476,d8139024-c6b6-3dca-b59b-3adadcc452a8,https://baseballsavant.mlb.com/sporty-videos?playId=d8139024-c6b6-3dca-b59b-3adadcc452a8,25
7,"Abrams, CJ",WSH,Home Run,4/2/2025,TOR,93.1,108.5,23,386,778478,3364f5e1-105c-4720-8e02-3f3a283b65a2,https://baseballsavant.mlb.com/sporty-videos?playId=3364f5e1-105c-4720-8e02-3f3a283b65a2,30
8,"Conforto, Michael",LAD,Home Run,4/2/2025,ATL,84.4,108.4,24,419,778472,f74c2a5e-1a42-36fa-9e97-e17e41fdf987,https://baseballsavant.mlb.com/sporty-videos?playId=f74c2a5e-1a42-36fa-9e97-e17e41fdf987,25
9,"Cruz, Oneil",PIT,Home Run,4/2/2025,TB,87.1,108.1,26,391,778479,1d8872a5-6d7b-3144-9281-dc986b438303,https://baseballsavant.mlb.com/sporty-videos?playId=1d8872a5-6d7b-3144-9281-dc986b438303,17
10,"Rooker, Brent",ATH,Home Run,4/2/2025,CHC,86.5,106.9,25,385,778471,51ac4e85-7786-388d-9bf9-29c4919b859e,https://baseballsavant.mlb.com/sporty-videos?playId=51ac4e85-7786-388d-9bf9-29c4919b859e,30
11,"Gurriel Jr., Lourdes",AZ,Home Run,4/2/2025,NYY,94.2,106.8,32,399,778484,f2d57827-85df-3cc1-b0ca-d00bf50d4832,https://baseballsavant.mlb.com/sporty-videos?playId=f2d57827-85df-3cc1-b0ca-d00bf50d4832,30
12,"Baldwin, Brooks",CWS,Home Run,4/2/2025,MIN,85.9,106.2,27,401,778474,dc5f75b4-39e6-3184-b236-722002ae4451,https://baseballsavant.mlb.com/sporty-videos?playId=dc5f75b4-39e6-3184-b236-722002ae4451,21
13,"Trout, Mike",LAA,Home Run,4/2/2025,STL,81,106.1,27,413,778473,e1aceae1-63b8-34aa-96b0-372ba0bf2c3f,https://baseballsavant.mlb.com/sporty-videos?playId=e1aceae1-63b8-34aa-96b0-372ba0bf2c3f,22
14,"Edman, Tommy",LAD,Home Run,4/2/2025,ATL,89.6,105,25,415,778472,d29b7028-1bdf-32b1-980b-7612f0d32b3d,https://baseballsavant.mlb.com/sporty-videos?playId=d29b7028-1bdf-32b1-980b-7612f0d32b3d,23
15,"Springer, George",TOR,Home Run,4/2/2025,WSH,85.6,105,25,368,778478,544e3f81-9abe-4e6d-a470-ee8384e31eb0,https://baseballsavant.mlb.com/sporty-videos?playId=544e3f81-9abe-4e6d-a470-ee8384e31eb0,13
16,"Sweeney, Trey",DET,Home Run,4/2/2025,SEA,84.1,103.5,34,378,778469,2509ca86-a5a6-3e5a-9713-22de400127c5,https://baseballsavant.mlb.com/sporty-videos?playId=2509ca86-a5a6-3e5a-9713-22de400127c5,25
17,"O'Hoppe, Logan",LAA,Home Run,4/2/2025,STL,92.6,103.3,31,404,778473,f120fce9-dcc2-32ef-88b9-3f8c9e4ec38e,https://baseballsavant.mlb.com/sporty-videos?playId=f120fce9-dcc2-32ef-88b9-3f8c9e4ec38e,19
18,"Flores, Wilmer",SF,Home Run,4/2/2025,HOU,89.4,102.8,25,386,778475,86264204-7045-324d-9f50-974a148d8ea9,https://baseballsavant.mlb.com/sporty-videos?playId=86264204-7045-324d-9f50-974a148d8ea9,30
19,"Ohtani, Shohei",LAD,Home Run,4/2/2025,ATL,88.9,102.5,31,399,778472,e7a36d50-f6b2-3b32-807d-dc1a13b6aeab,https://baseballsavant.mlb.com/sporty-videos?playId=e7a36d50-f6b2-3b32-807d-dc1a13b6aeab,6
